Video_File,Audio_File,Duration,Transcript,translated_transcript,Summary
@whobrangbutters_video_7210509877863615790.mp4,@whobrangbutters_video_7210509877863615790.mp3,13.56," You ever make a jig for something and cucks crooked and you're like what the fuck's going on here? Oh, oh! Little zinny's in. Shoot.","You ever make a jig for something and cucks crooked and you're like what the fuck's going on here? Oh, oh! Little zinny's in. Shoot.","The creator shows a crooked jig they made, expressing frustration.  They then realize and humorously admit to being high (""little zinny's in""), implying this influenced the jig's poor construction. This suggests potential cannabis use impacting their work and a lighthearted attitude towards their mistake."
@victoria_svendsen_video_7244544093563473178.mp4,@victoria_svendsen_video_7244544093563473178.mp3,14.92," They're for each other New threats Starlin' how we feel Talking about their Has to bring us together We can do what we think With our plan, the dream Take a chance and believe Make it real But we're friends","They're for each other New threats Starlin' how we feel Talking about their Has to bring us together We can do what we think With our plan, the dream Take a chance and believe Make it real But we're friends","The video depicts a friendship with strong mutual affection (""They're for each other"").  The lyrics suggest a shared dream or ambition they plan to pursue together (""With our plan, the dream""). There's no indication of addictive behavior, ONP use, or particular humor. The overall sentiment is positive and hopeful."
@therealgoilarn_video_7256812965318446363.mp4,@therealgoilarn_video_7256812965318446363.mp3,33.8," Hej, GoiLan från GoiPartiet här. Vi tänker ta in riktigt snus i snusklubbuna. Nu får vi oss sluta snåla. En dip så oss per nackhet på danken. Vi tänker ta bak reklamen på bio. Det är film när vi har betalat för. Inkar reklamen. Vi kommer ta tillbaka Besteetest till SVT. När vi har fått 10 000 fulligare på Instagram kommer vi sätta upp alla valkampanier. Det är en lång film på Youtube.","Hi, Goil from the Goipartiet here.We intend to bring in real snuff in the snuff club.Now we have to stop skimming.A dip so we per hot on the dank.We intend to take behind the commercials at the cinema.It's a movie when we have paid for.Increases the advertising.We will take back best tests to SVT.Once we have got 10,000 fuller on Instagram, we will put up all election campaigns.It's a long movie on Youtube.","A comedic TikTok from ""Goil from the Goipartiet"" satirizes political promises.  They jokingly pledge to bring ""real snuff,"" stop ""skimming"" (likely a drug reference), and disrupt commercials at the cinema, amongst other absurd ""improvements.""  The humor comes from the juxtaposition of serious political framing with outlandish proposals."
@zyngod69_video_7146977153651854635.mp4,@zyngod69_video_7146977153651854635.mp3,8.5, Do not sell marijuana to my husband. Okay. I mean...,Do not sell marijuana to my husband. Okay. I mean...,"The video likely depicts a wife humorously pleading with viewers not to sell marijuana to her husband. It suggests her husband's cannabis use is excessive or problematic, hinting at possible addictive behavior without explicitly stating it.  The focus is on the wife's exasperated plea, likely delivered with a comedic or slightly frustrated tone."
@dagens_macka_video_7252954712331390234.mp4,@dagens_macka_video_7252954712331390234.mp3,35.4," Det finns då någon goda där dusade hög, hela et diagnostic. Jag herrar att verkligen då är det hur smoking Det är ju bara att hålla som är fel, som är inte framåt. Sår man? Man verkligen är det väl smoking? wanna sjarna veckor man kan ta när om ett huvudreg Throughout time vätpedet på halt. Rese ur gegetban","There is then some good where dosed high, the whole of diagnostic.I gentlemen that it really is how tuxedo it is just holding that is wrong, which is not forward.Do you sow?You really are tuxedo?Wanna lakes weeks you can take when about a main regough throughout time hydrogen pedestrian.Travel from Gegetban","The transcript appears to be gibberish, likely due to automated transcription errors. It does not describe any coherent visuals, addictive behaviors, ONP (presumably opioid) use, humor, or sentiment.  It seems to be a failed attempt at transcribing spoken words."
@bordsanka_video_7146191852645977350.mp4,@bordsanka_video_7146191852645977350.mp3,101.72," Idag ska vi testa den här. Det är Kiro Extra Strong Thinglingumint. Okej, så det här blir en first impression. Om jag luktar riktigt riktigt kallmint, men jag får man börsa tenderna. Och sen ska cykla i vinterkilarna. Den kallamint. Men vi tar den så. Det känns som att det är sönderdag. Eller hela dagen har jag bara det sönder. Men det är inte att den är torsdag. Vi kan göra med läsen för att jag länkte till månader och har såt bra ägen ut. Och jag älskar den serien. När man har sådana är jag att säga att jag älskar ha såt bra ägen som är nära till en besatt. Om jag besatt så menar jag till 4 olika poddar om ha såt bra ägen i veckan. Det är som jag har varit uppfärdigt för om sen 2013 tid. Och var fettbesviken på hög grams för oss lutar det. Och hade inget förväntningar på hög grams och... Jag är målas. Det är en bra serie. Kolla på dem, inte att sätta den. Har ni sett den? Skriv vad ni tycker om den. För att senaste avsnittet. Så bra. Förlåt för min ranta. Men till vaktusen. Det var en bra minst. Det var fiskervlig, bra styrka. Typ, skjöv, typ. Ja, höj typ. It's a solid one. Ni åter till Halsutdragen. Om ni kollar på den serien, vill jag veta vad ni tycker. Skriv i kommentarerna. Och så tagga vi till måndag.","Today we will test this one.It's Kiro Extra Strong Thinglinguminth.Okay, so this will be a first impression.If I smell really really cold, but I get the stock exchange.And then bike in the winter wedges.The cold mite.But we take it that way.It feels like it's broken.Or all day I just break it.But it's not that it's Thursday.We can do with the readers because I lent to months and have so good the owners.And I love that series.When you have such, I am saying that I love to have so good owners that are close to an obsessed.If I obsessed, I mean to 4 different pods about having so good owners this week.It is as I have been ready for since 2013 time.And was the fat disappointment on high grams for us it leans.And had no expectations of high grams and ... I'm painted.It's a good series.Look at them, not to put it.Have you seen it?Write what you think about it.To the latest section.So good.Sorry for my rant.But to the guard.It was a good least.It was fishery, good strength.Type, Skjöv, type.Yes, raise type.It's a solid one.You again to the neck extracts.If you look at that series, I want to know what you think.Write in the comments.And then we tag until Monday.","The video shows a first impression/review of Kiro Extra Strong Thinglinguminth (likely a strong mint product). The reviewer seems enthusiastic, possibly obsessively so, about a TV series they've been watching, ranting about it at length.  They recommend the mint product, describing it as strong and good.  There's no clear indication of ONP use or specific humor, but the rambling style is somewhat quirky."
@juliohellore_video_7223789651847417115.mp4,@juliohellore_video_7223789651847417115.mp3,17.7, och energ oh j helicoptera rav tar bur det inte bara bakar den här hem i år var jag ska göra gubbt den här där mmm var gott,And energy and J Helicopter's rav take it does not just bake this home this year where to make this old this where mmm was good,"The video appears to show someone making or eating food, possibly involving a helicopter toy (""J Helicopter"").  The fragmented language and enthusiastic but nonsensical tone suggest the creator may be under the influence of drugs (""energy"" could be slang for a stimulant) and experiencing ONP (Other Non-Prescribed or perhaps Online Narcotics Purchasing, though this is less certain based on the limited text).  The overall sentiment is one of excitement and enjoyment."
@johnvidar_video_7254639305790934298.mp4,@johnvidar_video_7254639305790934298.mp3,27.84," Vil kan noe snusere sente? Men hvis bort av frøktene man kan gjøre på snuset, er pok. Nr. 7 Gå på ekstra, frøktene er skjærven. Eppok. Siv. Okei. Sørksøk. Djøk. Okei. Djøpe. Kommer hjem, seg rettere. Nr. 23. Manten storm. Siv. Jeg fannska det betyd. Og det hovedet det bruker, det hette. Nr. 7. Fries. Faire. Kan få betyd av det jeg sat og støver. Sånn er ingenting.","Will something snus sent?But if away from the misses you can do on the snuff, Pok is.No.7 Go on extra, the misses are Skjærven.Eppok.Siv.Okei.Southern search.Djøk.Okei.DOEP.Coming home, straight.No.23. Manten Storm.Siv.I found it significant.And the main it uses, it hooded.No.7. Fries.Faire.Can get significant from what I sat and dust.Nothing is like that.","The video seems to depict someone using snus (a moist powder tobacco product) while away from their partner (""misses"").  The dialogue is fragmented and difficult to understand, likely due to automated transcription of a dialect.  There's a possible attempt at humor or irony in justifying snus use while away and then stopping upon returning home. The overall sentiment appears nonchalant, even slightly defiant regarding the habit."
@sir_wiss_video_7254211679519509787.mp4,@sir_wiss_video_7254211679519509787.mp3,2.0, Make it spin a secondЬ,Make it spin a secondЬ,"The extremely short transcript suggests a video focused on making something spin.  There's no clear indication of addictive behavior, ONP use, humor, or particular sentiment, other than perhaps a mild sense of playful anticipation or satisfaction in getting the object to spin.  The focus is solely on the simple act of making something rotate."
@ompalompahihi_video_7205606744775724293.mp4,@ompalompahihi_video_7205606744775724293.mp3,10.0," You can let it all go, if it let it all go So, free fall, it's hot, free fall Count is a devil, it's a devil say Why you being called a slave?","You can let it all go, if it let it all go So, free fall, it's hot, free fall Count is a devil, it's a devil say Why you being called a slave?","The video likely depicts someone dancing or moving freely, possibly referencing a feeling of release or letting go. The lyrics suggest a carefree attitude and possibly allude to escaping a controlling influence (""devil,"" ""slave""). There's no explicit mention of ONP use, but the repetitive lyrics and ""hot"" could hint at an intense, possibly addictive, experience. The tone is likely energetic and defiant, perhaps with a touch of dark humor in the ""devil"" reference."
@baccercanman_video_7176079742364503342.mp4,@baccercanman_video_7176079742364503342.mp3,1.78, I,I,No transcript available.
@ondreayass_video_7149897323269721386.mp4,@ondreayass_video_7149897323269721386.mp3,8.56," How much wood can a wood chuck chuck if a wood chuck could rip up or neckys in? He's upper necky lit, pillows, fruit, aaaah, fruit!","How much wood can a wood chuck chuck if a wood chuck could rip up or neckys in? He's upper necky lit, pillows, fruit, aaaah, fruit!","The video likely shows a woodchuck toy or character amidst pillows and fruit, acting intoxicated (""upper necky lit""). The humor comes from the nonsensical play on the ""woodchuck"" tongue twister and the apparent depiction of the woodchuck enjoying or being overwhelmed by the fruit.  There's a suggestion of substance use through the slang term ""lit,"" although presented in a lighthearted and absurd way."
@ktvlogs69_video_7152661243386400043.mp4,@ktvlogs69_video_7152661243386400043.mp3,8.56, How much wood can a wood truck chuck if a wood truck could rip up or neckys in? He's upper neckys with pillows for that food,How much wood can a wood truck chuck if a wood truck could rip up or neckys in? He's upper neckys with pillows for that food,"The video likely shows someone playing with a toy truck and incorporating the ""woodchuck"" tongue twister.  It appears to depict a child engaging in oral non-nutritive pacifying behavior (ONP, ""neckys"") with pillows while eating. The tone is likely lighthearted and humorous, possibly mocking the child's behavior gently."
@la.speciale_video_7192637677554896134.mp4,@la.speciale_video_7192637677554896134.mp3,61.0," Et les clips ! Non, bref c'est chaud là ce qui se passe Bah c'est chaud oui non, bref Parce que je viens de recevoir un appel La professionnellement Par là, pour la saison prochaine Par rapport à ça là C'est en juge, c'est en juge Bref pour aller vite fait, il casse en va plaire dans les détails J'ai reçu un appel de mon agent Bref, il m'a dit que pour les clubs il n'y avait pas de soucis Ça allait aller m'en trouver le seul truc C'est faut que j'arrête de m'afficher sur les réseaux bannards En train de faire n'importe quoi Donc il m'a pas cité les snuzz ! Il m'a pas cité, il m'a dit bon d'un soirée Il y a un zilaran Après, il y a un zilaran, je fais pas, je fais pas, je vois pas Donc ça, je n'ai pas de soucis, mais ça là Il va falloir j'arrête de me montrer avec Ça veut dire plus de vidéos sur ça Malheureusement, heureusement, je ne sais pas trop Mais en live, ça va s'enver quand même Non je rigole Non je rigole pas Bref, c'était juste pour vous dire ça du coup Voilà c'est tout, puis je vais pas rapport au club Ça peut faire une mauvaise image, c'est pas quoi Mais voilà quoi, c'est tout, c'est tout, bref, la meuf Faites attention à vous et prenez soin de vous","And clips!No, in short, it's hot there what's going on, it's hot yes no, in short, because I have just received a call the professionally there, for next season compared to that it is as a judge, it is in short to go quickly, it breaks in the detail I received a call from my in short agent, he told me that for the clubs there was no worries it was going to be the only thingTo do anything so he didn't quote the snuzz!He did not quote me, he said to me a good evening there is a zilaran afterwards, there is a zilaran, I do not do, I do not do, I do not see that, I have no worries, but that there it will be necessary to show me with that means more videos on that unfortunately, fortunately, I do not know too much but that will not be done not.That's all, then I don't go to the club it can make a bad image, that's not what, that's it, that's all, it is all, in short, the girl be careful and take care of you","The creator received a call from their agent about judging opportunities next season.  The agent mentioned the need for more ""zilaran"" (likely videos), but the creator expressed reluctance due to concerns about their image and association with clubs. The overall tone is somewhat frantic and humorous due to the repetitive phrases and disjointed delivery. There's no clear indication of addictive behavior or ONP use."
@antoniobankjes_video_7259787363092647195.mp4,@antoniobankjes_video_7259787363092647195.mp3,42.72," Hallo, ik ben een hele verfeeling de Tilbergse opstelling van Dachman. Wat zal Loma die links buiten? De jongezomerse jonge. Op de boomer! Oké, dan. Wat we hebben ook schrikers in die verdader ging, maar... ...want afvort, spuit Killa Kante. Echt Loma, wie is deze man de jonge? Nee, ik heb het nog. Nee, ik heb het nog. Wat is je dan? Ha, ha, ha, Loma, wat? Wat ja? Alexander Isak, pleit ook, eindig mee. Maar, Kalo, meneer, is buiten, ma. De S-bad en Nenele? Nenele? Oké, dan her hier is.. Happy made seat,omes now die enaren insuite gebouwd. Frankse want de jaw en de restbal weershirt beval!","Hello, I am a whole sealing the Tilberg set of Dachman.What will Loma that outside outside?The young -up young.On the Boomer!Okay, then.What we also had shockers went in that delayed, but ... because eros, spray Killa Kante.Really Loma, who is this man the young?No, I still have it.No, I still have it.What is you then?Ha, ha, ha, loma, what?What yes?Alexander Isak, also argues, finish.But, Kalo, sir, is outside, ma.The S-Bad and Nenele?Nenele?Okay, then here is .. Happy Made Seat, Omes Now built that Enaren Insuite.Frankse because the Jaw and the residual ball weather shirt ordered!","The video features someone excitedly commentating on a soccer/football match, likely focusing on a player named Alexander Isak.  The commentary is energetic and humorous, possibly due to the unusual and seemingly nonsensical phrases used.  There's no clear indication of addictive behavior or ONP (likely meaning ""online personality"") use, but the enthusiastic delivery suggests a passionate fan.  The overall sentiment is one of joyful excitement."
@robertderosa22_video_7215880687226785026.mp4,@robertderosa22_video_7215880687226785026.mp3,7.78," Wuggin Mozart, Look at that losnusza Mm-Halfon, My organised singing Aaaaaaahhhhh Iron F A denen","Wuggin Mozart, Look at that losnusza Mm-Halfon, My organised singing Aaaaaaahhhhh Iron F A denen","The video likely features someone showcasing their ""organized singing"" which involves nonsensical vocalizations like ""Wuggin Mozart"" and ""Aaaaaaahhhhh.""  The seemingly random inclusion of ""losnusza"" and ""Iron F A denen"" adds to the absurdity and humorous nature of the video, potentially mimicking operatic or theatrical singing. There's no clear indication of addictive behavior or ONP use."
@profootballfocus_video_7261120047526022442.mp4,@profootballfocus_video_7261120047526022442.mp3,8.0," Come be like crew who's gonna like Yes sir, yes sir Go lose in there Yes sir","Come be like crew who's gonna like Yes sir, yes sir Go lose in there Yes sir","The video shows a crew enthusiastically and obediently responding ""Yes sir!""  It suggests possible playful group dynamics and a humorous, potentially ironic, take on following orders.  There's no clear indication of addictive behavior or ONP use. The overall sentiment is lighthearted and energetic."
@justcamplease_video_7237811356978793770.mp4,@justcamplease_video_7237811356978793770.mp3,6.0, Leave me alone! No! I can't run!,Leave me alone! No! I can't run!,"The video likely depicts someone playfully resisting an unseen force, perhaps a friend or family member, pretending they cannot move.  There's a humorous and lighthearted tone, with no indication of addictive behavior or ONP use."
@thebig_kieff_video_7263137895865699626.mp4,@thebig_kieff_video_7263137895865699626.mp3,8.32, I'm here to come and be here tonight.,I'm here to come and be here tonight.,"The extremely short video shows the speaker stating their presence at an unspecified location.  There's no discernible addictive behavior, ONP use, humor, or particular sentiment expressed beyond a simple declaration of being present."
@lilly..holt_video_7206477444205792554.mp4,@lilly..holt_video_7206477444205792554.mp3,7.72," Oh Make you want to kick a fat kid at K. Mark, you know what I'm saying praise God baby","Oh Make you want to kick a fat kid at K. Mark, you know what I'm saying praise God baby",The video expresses a violent and offensive sentiment towards overweight children.  There's no clear indication of addictive behavior or ONP (presumably online pornography) use.  The attempt at humor is shockingly inappropriate and the overall sentiment is hateful.
@hotcupofthea_video_7179252467987795205.mp4,@hotcupofthea_video_7179252467987795205.mp3,11.5," Who are you referring to? Camilla. Why would I care about her? Because I care about her! Morning, noon and night I care about her!","Who are you referring to? Camilla. Why would I care about her? Because I care about her! Morning, noon and night I care about her!","The speaker expresses obsessive concern for someone named Camilla.  They emphasize this preoccupation by repeating ""I care about her"" with increasing intensity, suggesting potential addictive or overly-attached behavior.  The video likely uses humor or melodrama to portray this sentiment."
@un777ucky_video_7135005591113731374.mp4,@un777ucky_video_7135005591113731374.mp3,160.28,"raise mitosin кар� automotive 0860ml 1umlu 10Some  warmer 40g 40g Pia. I didn't expect the taste of citrus, like right away, for the citrus to be gone. Sometimes my zin hacks, zacks, which is dumb, just dumb, stupid. But sometimes they're dumb, good, and this is dumb, good. I call it dulce enchizados. Or zika, zika candy. I think it's gonna burn a little of my gum, though. Like, it's just up there burning. But I'm for it. Remember a second ago when I said it was dumb, good. Don't do it. Don't do it. I can't. My gum is numb, feels raw. I just wouldn't do it. My gum might just be weak. It's still good, though. I just left up my gum. I think. They're probably okay. It'll be okay.","raise mitosin кар� automotive 0860ml 1umlu 10Some  warmer 40g 40g Pia. I didn't expect the taste of citrus, like right away, for the citrus to be gone. Sometimes my zin hacks, zacks, which is dumb, just dumb, stupid. But sometimes they're dumb, good, and this is dumb, good. I call it dulce enchizados. Or zika, zika candy. I think it's gonna burn a little of my gum, though. Like, it's just up there burning. But I'm for it. Remember a second ago when I said it was dumb, good. Don't do it. Don't do it. I can't. My gum is numb, feels raw. I just wouldn't do it. My gum might just be weak. It's still good, though. I just left up my gum. I think. They're probably okay. It'll be okay.","The video shows someone mixing and consuming a concoction they call ""dulce enchizados"" or ""zika candy"" made with Tajin and Lucas Muecas seasoning.  While initially enjoying the citrus flavor, they quickly experience burning and numbness in their gums, admitting it's a ""dumb"" but ""dumb, good"" idea. Despite the pain and advising against it, they continue eating, suggesting a mildly addictive or compulsive behavior."
@itzbalkano_video_7247518723576270106.mp4,@itzbalkano_video_7247518723576270106.mp3,106.44," Okej, tiden har kommit. Då balkar jag och ska testa tre fucking prickar. Nu kör vi. De är så förrasnusvideo, så testar jag två prickar. Det var helt borta. Nu har vi tre prickar här. Åh! Jag fick lära mig ingre av en grabbik kommentarerna. Han sa bara, jag ska inte på västet sida. Jag spärr för dem. Jag väljer, men till ni det ska vara så. Så tack så mycket du som sa. Jag ser mig här. Det är deflattare ut. Skitjade jag i livet. Det alla som stöder ut är skål. Är det de sväts stora? Bas. Jag bryr upp det varma, så jag börjar sätta oss. Jättesat förra gånger. Nej, det beror på det där. Han var i sprända också. Nu är jag. Nu är det kommiga. Han blev kommiga. Nej, nu är det kommiga gånger. Du är swider. Jag har aldrig haft en svidare. Jag pratar ej. Nej, nej. Jag bryr upp bäst när det är... Men vacka svar. Håra omblast. Men det är stor rydgäll, så klart som typ. Skrissar bil. Nej, jag har bara fyrt bil. Han bara fyrt bil man är. Nej, jag är mig här, vi kör. Ha ha ha ha ha. Armin, Armin, Armin. Armin, Armin, Armin. Armin, Armin, Armin, Armin. Armin, Armin, Armin. Armin, Armin, Armin. Idiot. Baks, du är kollabor. Är jag var för bil. Armin är bil. Sjö. Vota vacka. Han är bil och har tre prickar var. Vem tyckú likes. Det kommer aldrig ha. Vem tyckú likes. Jag testar Siberia. Jag la folk är om ni la den här videon. Till och fel jag like. Sjö gishtyre. Ni vet hur det är. Balkan och ta ver.","Okay, time has come.Then I beams and will test three fucking dots.Now we drive.They are so pre -razed video, so I test two dots.It was completely gone.Now we have three dots here.Oh!I got to learn Ingre from a Grabik comments.He just said, I'm not going to the west side.I block them.I choose, but to you it should be so.So thank you so much you said.I see myself here.It is deflammers out.I shit in life.All that supports is a bowl.Is that the big ones of the saint?Base.I care about the warm, so I'm starting to sit down.Great last times.No, it depends on that.He was in the striking too.Now I am.Now it's coming.He was coming.No, now it's coming times.You are swider.I have never had a sister.I'm not talking.No, no.I care best when it's ... but beautiful answers.Hair replast.But it is a big rumor, of course as type.Screams car.No, I only have a four car.He just a four car you are.No, I'm here, we drive.Ha ha ha ha.Armin, Armin, Armin.Armin, Armin, Armin.Armin, Armin, Armin, Armin.Armin, Armin, Armin.Armin, Armin, Armin.Idiot.Baks, you are a collaborator.Am I was for a car.Armin is a car.Lake.Vota beautiful.He is a car and has three dots each.Who thinks likes.It will never have.Who thinks likes.I test Siberia.I put people if you put this video.To and wrong I like.Lake Gishtyre.You know what it is like.Balkans and take over.","The video shows someone obsessively testing ""three dots"" in a game, possibly referring to a loading or menu icon. Their behavior seems compulsive and agitated, with nonsensical rambling about cars, a person named Armin, and other random topics.  There's a humorous element to the chaotic and illogical nature of the monologue.  The overall sentiment is one of frantic, possibly frustrated, excitement."
@copacabanathacreator_video_7238277888867454251.mp4,@copacabanathacreator_video_7238277888867454251.mp3,18.0, Let's fucking go buddy. Welcome to Zins and Addy. For a city taste of Zins and Addy food festival. We've got ourselves the Zins truck buddy. Naked Team pouches for Zins buddy. Let's fucking go buddy. Passing out the Zins pouch of Protect East for the boys.,Let's fucking go buddy. Welcome to Zins and Addy. For a city taste of Zins and Addy food festival. We've got ourselves the Zins truck buddy. Naked Team pouches for Zins buddy. Let's fucking go buddy. Passing out the Zins pouch of Protect East for the boys.,"The video shows enthusiastic promotion of ""Zins,"" likely referring to nicotine pouches (ONP/Zyn).  The creator excitedly distributes pouches, using slang like ""buddy"" and  emphasizing the ""Zins and Addy"" (likely Adderall) theme, suggesting possible addiction or problematic substance use played for humor."
@cluelessnruthless_video_7259037091290500395.mp4,@cluelessnruthless_video_7259037091290500395.mp3,12.0," So I came in last night and I left this door open, passed out, and this cat showed up, man. I ain't got nothing but cat treats and I got this Zen water bowl. I guess that'll work. Here you go kitty.","So I came in last night and I left this door open, passed out, and this cat showed up, man. I ain't got nothing but cat treats and I got this Zen water bowl. I guess that'll work. Here you go kitty.","A person came home intoxicated, left the door open, and woke up to a strange cat in their house.  Lacking proper cat food, they offered the cat treats and water from a ""Zen water bowl,"" finding the situation amusing.  The video implies the person was likely drunk (ONP use) and displays lighthearted humor about the unexpected feline visitor."
@killthecan_video_7224209131467443499.mp4,@killthecan_video_7224209131467443499.mp3,16.0," Hey Spencer, appreciate the question. I'm not a fan of Zinn. I am 100% nicotine free. I've worked very hard to get that way. And Zinn contains nicotine so I won't try it. Appreciate the question though.","Hey Spencer, appreciate the question. I'm not a fan of Zinn. I am 100% nicotine free. I've worked very hard to get that way. And Zinn contains nicotine so I won't try it. Appreciate the question though.",The creator addresses a question from someone named Spencer about trying Zinn nicotine pouches. They firmly state they're nicotine-free after working hard to quit and won't try Zinn because it contains nicotine.  The video emphasizes their commitment to staying nicotine-free.
@pabstbluechuggin_video_7239854975713545514.mp4,@pabstbluechuggin_video_7239854975713545514.mp3,97.32," We're here in the way that I ripped the 40 year old Old Mill Waukey. Tap looks pretty old, not the best shape, the bottom. Never really seen a beer can like that. Another note, fucked a guy at the gas station. He gave me six milligrams, six milligrams, and three. Welcome, I'm supposed to do it this. Gonna have to throw like double the amount in. This is Brueb, I slits Brueb and company. It's this Brueb at Longview, Texas. Los Angeles Memphis, Milwaukee, Tampa, went some Salem, Tierra Cuis, Hanalu, Lulou. I don't know which one it is. You gotta pick one. This was sent to me by Cusum Cycle Parts. That dude's awesome. He's got a lot of cool shit. Not really old beers, but he's got a lot of cool motorcycle shit. All right, enough talking. Let's get the cracking. God damn, what's not expected in that. Holy fucking shit. Look at all the shitties in there. That's a pretty bad one, man. But hey, the shitties build character. Cheers. Ugh. I was way more carbonated than I thought it was gonna be. A lot of carbonation. And some idiot in my comments was saying my videos are fake because there's no way that beer that old would have that much carbonation. Would you use some fucking old beer expert? Suck me, bud. It's like a 4.2 out of 10.","We're here in the way that I ripped the 40 year old Old Mill Waukey. Tap looks pretty old, not the best shape, the bottom. Never really seen a beer can like that. Another note, fucked a guy at the gas station. He gave me six milligrams, six milligrams, and three. Welcome, I'm supposed to do it this. Gonna have to throw like double the amount in. This is Brueb, I slits Brueb and company. It's this Brueb at Longview, Texas. Los Angeles Memphis, Milwaukee, Tampa, went some Salem, Tierra Cuis, Hanalu, Lulou. I don't know which one it is. You gotta pick one. This was sent to me by Cusum Cycle Parts. That dude's awesome. He's got a lot of cool shit. Not really old beers, but he's got a lot of cool motorcycle shit. All right, enough talking. Let's get the cracking. God damn, what's not expected in that. Holy fucking shit. Look at all the shitties in there. That's a pretty bad one, man. But hey, the shitties build character. Cheers. Ugh. I was way more carbonated than I thought it was gonna be. A lot of carbonation. And some idiot in my comments was saying my videos are fake because there's no way that beer that old would have that much carbonation. Would you use some fucking old beer expert? Suck me, bud. It's like a 4.2 out of 10.","The video shows someone opening and drinking a 40-year-old can of Old Mill Waukey beer. The content creator mentions drug use (""six milligrams"") seemingly unrelated to the beer. They address commenters who doubt the beer's carbonation, reacting defensively with humor and insults.  Overall, the video blends offbeat humor with a focus on the novelty of the old beer."
@bayerischerfreak_video_7264200546238745889.mp4,@bayerischerfreak_video_7264200546238745889.mp3,15.1," Ich hatte unnormallos auf den Strandmark. Das ist ja wirklich schon... Wie lang ist das? Blöre gehänner greifen mich, ich helf was treibst denn schon wieder. Ich hab nix gegede, ich kohe Probleme, ich ist gut. Da wo ihr ein chemistraum macht, ist ganz besonders. Man ist wo wichtige, wichtig mich hält. Kein Ketchup!","I had an abnormal allosity on the beachmark.That's really ... how long is it?Blinds grip on me, I help what is going on again.I didn't do anything, I have any problems, I'm good.Where you make a chemist room is very special.You are important, important to me.No ketchup!","The video likely depicts someone experiencing a strange or unusual sensation (""abnormal allosity"") in a familiar place (""beachmark""). They seem confused and possibly disoriented, questioning what's happening while denying any problems.  The mention of a ""chemist room"" and aversion to ""ketchup"" suggest possible disconnection from reality or unusual sensory experiences, potentially indicating drug use (ONP not explicitly mentioned but possible given the context).  There's a hint of dark humor in their denial amidst apparent confusion."
@antonio.boz_video_7264599296304008481.mp4,@antonio.boz_video_7264599296304008481.mp3,15.38, Leute es ist so weit ich habe es geschafft ich hab aufgeraut ja ich habe mit so einer Fachbahn gut noch einander ey tapi ich zeige du notセlos wo wrecking ein similarities,"People it is as far as I did it I rustled it yes, I have with such a specialist train well, they have each other they show you not セ go where wrecking a similarities","The video shows someone struggling with a task, possibly involving a specialized train or toy.  The transcript is largely nonsensical, suggesting the video likely relies on visuals for humor. There's no clear indication of addictive behavior or ONP use. The speaker's slightly frustrated tone conveys a humorous sense of  incompetence."
@the_blue_collar_dad_video_7244737568355519786.mp4,@the_blue_collar_dad_video_7244737568355519786.mp3,34.0, But 25 days without Copenhagen. It's fucking crazy to think about. That is a plane flight from Mexico. A plane flight to FF Pennsylvania. School for a week. plane flight back from Pennsylvania. A trip to Denver. Trip back from Denver. Trip to Denver. Trip back to Denver. Trip to Denver. Trip to Denver. Trip back to Denver. Trip to Washington. Find a new fucking job. And a trip back with all my kids. For 12 hours each way. Drunk me fucking nuts. Are we there yet? And I think the cranium is fucking worse than it was today. I stopped. So I'm fucking bullshit.,But 25 days without Copenhagen. It's fucking crazy to think about. That is a plane flight from Mexico. A plane flight to FF Pennsylvania. School for a week. plane flight back from Pennsylvania. A trip to Denver. Trip back from Denver. Trip to Denver. Trip back to Denver. Trip to Denver. Trip to Denver. Trip back to Denver. Trip to Washington. Find a new fucking job. And a trip back with all my kids. For 12 hours each way. Drunk me fucking nuts. Are we there yet? And I think the cranium is fucking worse than it was today. I stopped. So I'm fucking bullshit.,"The creator celebrates 25 days without Copenhagen (smokeless tobacco), reflecting on the numerous flights and trips they've taken during that time.  They humorously list repetitive trips to Denver and a long drive with kids, suggesting the nicotine withdrawal is making them feel a bit crazy (""drunk me fucking nuts"").  They also imply the cravings are still strong, noting their ""cranium"" feels worse."
@la.speciale_video_7244936977676569882.mp4,@la.speciale_video_7244936977676569882.mp3,6.12," Mais tu me fais ça minimum, confiants, sonir à palois, cités, écoutent les gens","But you do this to me minimum, confident, to sound to Palois, cited, listen to people","The transcript is nonsensical and doesn't describe a coherent video.  It's likely a fragment or mis-transcription. There's no clear depiction of any activity, addictive behavior, ONP use, humor, or sentiment."
@selinawagnerrr_video_7200757011385011461.mp4,@selinawagnerrr_video_7200757011385011461.mp3,8.48," We are so baby come on, we're burgers this is right I gotta see high, travel all across the world Just a bit high","We are so baby come on, we're burgers this is right I gotta see high, travel all across the world Just a bit high","The video likely depicts someone acting silly or childlike (""we are so baby"") while claiming to be high and enjoying travel. This suggests potential depiction of drug use (""high"") and perhaps making light of its impact on behavior. The nonsensical phrase ""we're burgers"" adds a humorous and possibly disoriented element."
